Key,Type,Desc,Українська
equipment_name_mace,Text,,"Молотовий молот"
equipment_name_mail_armor,Text,,"Кольчужна броня"
equipment_name_mail_helmet,Text,,"Кольчужний шолом"
equipment_name_mask,Text,,"Маска"
equipment_name_metal_hand_ram,Text,,"Металевий рамо"
equipment_name_military_pick,Text,,"Військова кирка"
equipment_name_mirror_wall,Text,,"Дзеркало для стіни"
equipment_name_mouthpiece,Text,,"Мундштук"
equipment_name_painting_vertical_wall,Text,,"Картина на вертикальній стіні"
equipment_name_pavise_shield,Text,,"Щит павізи"
equipment_name_pigface_helmet,Text,,"Шолом з обличчям свині"
equipment_name_plate_armor,Text,,"Пластинчаста броня"
equipment_name_plate_helmet,Text,,"Великий шолом"
equipment_name_reinforced_flail,Text,,"Посилений молотовий молот"
equipment_name_reinforced_spear,Text,,"Посилений спис"
equipment_name_rug_large,Text,,"Великий килим (лляний)"
equipment_name_sack_hood,Text,,"Капюшон з мішковини"
equipment_name_savage_heavy_armor,Text,,"Дика важка броня"
equipment_name_shackles,Text,,"Кулачні кайдани"
equipment_name_shield,Text,,"Щит"
equipment_name_short_bow,Text,,"Короткий лук"
equipment_name_short_sword,Text,,"Короткий меч"
equipment_name_sling,Text,,"Праща"
equipment_name_sling_staff,Text,,"Праща з палицею"
equipment_name_spear,Text,,"Спис"
equipment_name_staff,Text,,"Палиця"
equipment_name_stag_headpiece,Text,,"Головний убір оленя"
equipment_name_stone_statue_large,Text,,"Велика статуя (вапняк)"
equipment_name_stone_statue_wall,Text,,"Настінний рельєф (вапняк)"
equipment_name_summer_clothes,Text,,"Літній одяг"
equipment_name_tapestry_vertical_wall,Text,,"Настінний килим"
equipment_name_throwing_axes,Text,,"Метальні сокири"
equipment_name_tower_shield,Text,,"Щит-вежа"
equipment_name_two_handed_flail,Text,,"Двуручний молотовий молот"
equipment_name_two_handed_flanged_mace,Text,,"Двуручний молот з виступами"
equipment_name_two_handed_mace,Text,,"Двуручний молот"
equipment_name_two_handed_warhammer,Text,,"Двуручний бойовий молот"
equipment_name_viking_helmet,Text,,"Шолом вікінга"
equipment_name_war_bow,Text,,"Військовий лук"
equipment_name_warfork,Text,,"Військовий вил"
equipment_name_warhammer,Text,,"Бойовий молот"
equipment_name_wide_hat,Text,,"Широкий капелюх"
equipment_name_winter_clothes,Text,,"Зимовий одяг"
equipment_name_wolf_headpiece,Text,,"Головний убір вовка"
equipment_name_wood_statue_large,Text,,"Велика статуя (дерево)"
equipment_name_wood_statue_wall,Text,,"Настінний рельєф (дерево)"
error_autoforbid_message,Text,,"<object>: заборонено, оскільки немає шляху до нього"
error_beam_blocking,Text,,"Не можна розмістити під балкою"
error_beam_intersect,Text,,"Не можна розмістити балку, вона перетинається з іншою балкою"
error_beam_min_distance,Text,,"Балка не може досягти такої відстані. Максимальна відстань для балки: {0}"
error_build_map_table,Text,,"Потрібно побудувати <style=Shortcut>Картографічний стіл</style> для перегляду карти регіону."
error_build_research_bench,Text,,"Потрібно побудувати <style=Shortcut>Базовий дослідницький стіл</style> для розблокування нових елементів дослідження."
error_cant_mine_under,Text,,"Не можна копати цей блок, він недоступний або знаходиться під чимось"
error_cropfield_placement,Text,,"Поле для посіву можна розмістити лише на відповідному типі ґрунту"
error_ladder_blocked,Text,,"Структуру не можна розмістити тут"
error_no_possible_path,Text,,"Не можна знайти шлях до <object>!"
error_no_skilled_animal_worker,Text,,"Немає поселенця з необхідними навичками догляду за тваринами"
error_place_roof,Text,,"Для розміщення даху потрібно два або більше опор"
error_place_stability,Text,,"Неможливо розмістити будівлю так далеко від стабільної структури"
error_roof_max,Text,,"Максимальна довжина даху: {0}"
error_selection_order_chopping,Text,,"Потрібно вибрати дерево, яке повністю виросло"
error_selection_order_cutting,Text,,"Потрібно вибрати чагарник або врожайну рослину"
error_selection_order_digging,Text,,"Потрібно вибрати частину землі"
error_selection_order_harvesting,Text,,"Потрібно вибрати врожайну рослину, яка дозріла"
error_selection_order_mining,Text,,"Потрібно вибрати копальні камені або шматки"
error_socketable,Text,,"Не можна розмістити. Можна розмістити лише на стіновому елементі або блокові землі"
error_socketable_blocking,Text,,"Не можна розмістити, заблоковано: {0}"
error_stairs_blocked,Text,,"Не можна розмістити сходи, шлях заблоковано: {0}"
error_stiars_blocking,Text,,"Не можна розмістити тут, блокують сходи"
estimated_event_quality,Text,,"Очікувана якість заходу"
eula_accept_prompt,Text,,"Для використання або створення модів, будь ласка, підтвердьте, що ви прочитали та приймаєте <link=""web_eula_link""><style=LinkWorker>Умови використання</style></link> гри"
evade_description_default_1,Text,,"<defender_name> уникнув удару <attacker_name>, стрибнувши вбік"
evade_description_default_10,Text,,"<defender_name> швидко вийшов з зони видимості <attacker_name>"
evade_description_default_2,Text,,"Саме через поспішний відступ <defender_name> <attacker_name> не зміг нанести удар"
evade_description_default_3,Text,,"<defender_name> спритно ухилився від атаки <attacker_name> і вижив"
evade_description_default_4,Text,,"<defender_name> уникнув атаки <attacker_name>, пригнувшись"
evade_description_default_5,Text,,"<defender_name> спіткнувся, і удар <attacker_name> не влучив"
evade_description_default_6,Text,,"<defender_name> був здивований, що залишився неушкодженим. <attacker_name> також не міг зрозуміти, як це сталося."
evade_description_default_7,Text,,"Більше випадковістю, ніж за планом, <defender_name> відправив <attacker_name> в політ."
evade_description_default_8,Text,,"<defender_name> ухилився й уникнув шкоди"
evade_description_default_9,Text,,"<defender_name> парирував атаку <attacker_name> з вражаючим рухом"
eventOptionEffect_AnimalRaidImminent,Text,,"<style=DefaultRed>Стадо диких тварин прибуло біля вашого поселення. Воно залишить це місце за кілька днів. Може бути краще не турбувати їх, ніж ризикувати тим, що хтось постраждає.</style>"
eventOptionEffect_Autumn,Text,,"<b>Осінь</b>\n - Помірні температури. Часті дощі та тумани. Ймовірність гроз та градових бур."
eventOptionEffect_NegativeMood,Text,,"<style=DefaultRed>Деякі поселенці можуть отримати негативний модифікатор настрою</style>"
eventOptionEffect_NewWorker,Text,,"<style=DefaultGreen>Новий поселенець приєднається до вашого поселення</style>"
eventOptionEffect_PositiveMood,Text,,"<style=DefaultGreen>Ваші поселенці отримають позитивний модифікатор настрою за допомогу нужденним</style>"
eventOptionEffect_PossibleRaid,Text,,"<style=DefaultRed>Очікуйте можливу атаку через кілька днів</style>"
eventOptionEffect_RaidImminent,Text,,"<style=DefaultRed>Ворогі прибули і атакуватимуть ваше поселення</style>"
eventOptionEffect_Spring,Text,,"<b>Весна</b>\n - Помірні температури. Часті дощі та тумани. Невелика ймовірність градових бур."
eventOptionEffect_Summer,Text,,"<b>Літо</b>\n - Високі температури. Можливість спекотних хвиль. Створіть підземні склади, щоб зберігати їжу свіжою під час спекотних літніх днів. Дні найдовші на середину літа, коли сонце знаходиться на найвищій точці."
eventOptionEffect_Winter,Text,,"<b>Зима</b>\n - Низькі температури. Висока ймовірність снігопадів та хуртовин. Можливість різких похолодань. Рослинність не росте при низьких температурах, тому переконайтеся, що ви посіяли та зібрали якомога більше до початку зими. Ночі найдовші в середині зими, коли сонце низько на небі, і дає мало тепла."
eventOptionEffect_alighment,Text,,"Цей вибір може вплинути на вашу орієнтацію щодо <faction_name>"
event_animal_raid_end,Text,,"Ворогуючі тварини залишають територію"
event_animal_raid_end_all_animals_dead,Text,,"Всі агресивні тварини були знищені"
event_answer_01,Text,,"Прийняти"
event_answer_04,Text,,"Ок"
event_answer_decline_help_runaway,Text,,"Поселенці захлопнули двері, залишивши <name> на вулиці."
event_answer_decline_new_worker,Text,,"Поселенці захлопнули двері, залишивши <name> на вулиці."
event_answer_help_runaway,Text,,"Мешканці <village_name> вирішили допомогти [йому/їй]."
event_answer_prepare_for_battle,Text,,"Жителі <village_name> підняли зброю, готуючись до бою"
event_answer_refuse_give_worker,Text,,"Нескорені поселенці <village_name> відмовилися підкоритися вимогам нападників."
event_answer_shakedown_decline,Text,,"Люди з <village_name> сказали 'ні'."
event_answer_shakedown_give,Text,,"Ви вирішили зробити їм пропозицію."
event_answer_shakedown_leave,Text,,"Залишити переговори"
event_answer_surrender_worker,Text,,"<village_name> здав <name> тим, хто полював на [нього/неї]."
event_answer_welcome_new_worker,Text,,"Поселенці вирішили привітати [його/її] у <village_name>."
event_answer_worker_allready_gone,Text,,"Але <name> вже не було в <village_name>. Виконати прохання було неможливо."
event_ate_at_table_negative,Text,,"<agent_name> не міг зрозуміти, як <target_name> так голосно жує і так погано поводиться за столом."
event_ate_at_table_positive,Text,,"Їжа була не лише смачною, але й <agent_name> знайшов <target_name> чудовою компанією."
event_backgammon_negative,Text,,"<agent_name> знав, що <target_name> не заслуговує довіри. Це було очевидно, коли #2[він/вона] намагався рухати фішки в нардах, коли ніхто не дивився."
event_backgammon_positive,Text,,"<target_name> - справжній стратег. <agent_name> отримав велике задоволення від того, що грав проти #2[нього/неї]."
event_belief_belief_nature_blight_christian_to_pagan,Text,,"Отже, Господь залишається непорушним, навіть коли Він посилає це згублення, щоб випробувати нас. <agent_name> вирішив молитися до більш співчутливих богів."
event_belief_belief_nature_blight_pagan_to_christian,Text,,"<agent_name> прокляв богів. І [його/її] самого, за поклоніння таким безжальним божествам."
event_belief_belief_nature_coldsnap_christian_to_pagan,Text,,"Години, проведені на колінах, о Господи, благаючи Тебе піклуватися про твоє стадо в <village_name>. І все ж Ти хочеш, щоб ми замерзли до кісток?"
event_belief_belief_nature_coldsnap_pagan_to_christian,Text,,"Отже, боги хочуть, щоб ми замерзли в ліжку? <agent_name> був настільки втомлений від непоступливих божеств, які роблять життя нестерпним."
event_belief_belief_nature_heatwave_christian_to_pagan,Text,,"<agent_name> відчував, як жаркий пекельний вітер захоплює його. Справедливий Бог не дозволив би цього, думав [він/вона]."
event_belief_belief_nature_heatwave_pagan_to_christian,Text,,"<agent_name> відчував себе нещасним, коли спека посилилася. [Його/її] дари богам землі не допомогли."
event_belief_flawless_item_christian_to_christian,Text,,"Віра <agent_name> в божественний провід збільшилася, оскільки [він/вона] досягнув(-ла) досконалості в своїх зусиллях."
event_belief_flawless_item_pagan_to_pagan,Text,,"<agent_name> розкриває справжню красу Природи в акті створення, тим самим зміцнюючи свою віру."
event_belief_flimsy_item_christian_to_pagan,Text,,"<agent_name> був(-ла) цілком розчарований(-а) Богом, що зробив(-ла) [його/її] таким неповоротким і нещасним."
event_belief_flimsy_item_pagan_to_christian,Text,,"Де ж керівництво Богині, коли воно потрібне? — задається питанням <agent_name>, обмірковуючи [своє/її] невдале творіння."
event_belief_friend_died_christian_to_pagan,Text,,"Чи є Бог? Він би не дозволив <agent_name> загинути так нещасно."
event_belief_friend_died_pagan_to_christian,Text,,"<agent_name> втратив(-ла) надію на Старих Богів, коли вони дозволили [йому/їй] другові загинути."
event_belief_intoxication_christian_to_pagan,Text,,"П'яний(-а), <agent_name> відчув(-ла) жахливу впевненість, що немає Бога, щоб спасти [його/її]."
event_belief_intoxication_pagan_to_christian,Text,,"Під впливом алкоголю, <agent_name> відчув(-ла) сумне усвідомлення, що Старі Богини давно залишили цю землю, і всіх, хто на ній живе."
event_belief_nature_hailstorm_christian_to_pagan,Text,,"<agent_name> був(-ла) переконаний(-а), що цей град — знак. [Його/Її] молитви до Бога не були вислухані."
event_belief_nature_hailstorm_pagan_to_christian,Text,,"<agent_name> відчув(-ла), що Богам байдуже до <village_name>, дозволивши таку погоду — якщо вони взагалі є істинними богами."
event_belief_nature_thunderstorm_christian_to_pagan,Text,,"Чи молився я Богові, як слід? — розмірковує <agent_name>, коли небо розпалося від зливи."
event_belief_nature_thunderstorm_pagan_to_christian,Text,,"Чи молився я правильним Богам? — розмірковує <agent_name>, серед могутньої зливи з неба."
event_belief_near_death_christian_to_pagan,Text,,"Зіткнувшись із смертю, <agent_name> не знайшов(-ла) утіхи в Господі, лише темряву і жах. [Його/Її] віра похитнулась."
event_belief_near_death_pagan_to_christian,Text,,"Немає хорів меду в Тір на Ног, що чекають на <agent_name>, хто відчув(-ла) лише порожнечу в обіймах смерті."
event_belief_raid_lost_christian_to_pagan,Text,,"<agent_name> знав(-ла), що Бог не вважав [його/її] достойним перемоги в битві."
event_belief_raid_lost_pagan_to_christian,Text,,"У <agent_name> зростала гіркота, що безсмертні стояли осторонь, поки [його/її] били."
event_belief_raid_won_christian_to_christian,Text,,"<agent_name> знав(-ла), що його/її справа була справедливою."
event_belief_raid_won_pagan_to_pagan,Text,,"Древні вшанували <agent_name> силою, щоб досягти перемоги."
event_black_market_merchant,Text,,"Тіньова торгівля дивними, сумнівними або забороненими товарами доступна, якщо знаєш, де шукати. Повільний кивок або жест в підозрілому таверні або запрошення від нічного працівника веде до знайомства з контрабандистом."
event_blight_01,Text,,"Поселенці знали, що коли з'являється хвороба на посівах, це боротьба з часом. Кожен працюючий у <village_name> боровся з цією заразою, щоб не дати їй знищити здорові рослини. Майбутнє <village_name> залежало від цього!"
event_claim_runaway_ancrene_disciples,Text,,"Учителі переконливо стверджували, що <name> є хитрим слугою Сатани. Потім вони погрожували спалити <village_name> до тла, щоб ретельно очистити все, якщо ви не передасте [його/її]."
event_claim_runaway_band_of_the she_wolf,Text,,"Група баронів та селянин, що тягнув металеву клітку, приїхала. ‘<name> має йти з нами,’ наказав найвищий з баронів. ‘[Він/Вона] є улюбленцем королеви Ізабели. Приведіть <name> негайно, з ним/нею нічого не станеться.’ Селянин ловить ваш погляд, киваючи головою."
event_claim_runaway_beirdd_cymraeg,Text,,"Бард почав розповідати вражаючу, красиву сагу про порушені обіцянки, втікача, присягу. Волосся розвивається, очі закриті, його пальці пробігають по маленькому арфі, ефірна музика підсолоджує чари. Ви б дозволили <name> піти, чи не так? Заворожені, ви все одно повинні вибрати."
event_claim_runaway_church_of_third_coming,Text,,"Завзяті віруючі вимагали негайно передати <name>, щоб спалити на вогнищі - або, можливо, живцем зняти шкіру - за їх численні гріхи. Божа воля має бути виконана. Вони мали право на вбивство."
event_claim_runaway_circle_of_avalon,Text,,"‘Я прийшла за головою <name>,’ сказала лицарка, вклоняючись настільки, наскільки дозволяло її обладунки. ‘Я подорожувала рік і день, і тепер вимагаю свого заслуженого призу.’ Її супровід складався з блискучих лицарів, які сиділи на конях і прикрашені стрічками. Чи здатні ви передати <name>?"
event_claim_runaway_faithful_sons_of_england,Text,,"Знаменосець продемонстрував наказ: ‘<name> не вірний королю! [Він/Вона] має бути переданий нам для суду і покарання на розсуд короля Едмунда.’ Його супутники стояли в строю, виглядаючи грізно, їх обладунки блищали. Вірні не планували йти з порожніми руками."
event_claim_runaway_forest_bandits,Text,,"Брут розмовляв тихо, але загрозливо. ‘<name> належить мені! Віддайте мого раба, або всі будете страждати.’ Вони були абсолютно серйозними."
event_claim_runaway_general,Text,,"Темні катери вимагали вашого поселенця, <name>, і вони хочуть [його/її] зараз. Вони повинні заплатити за свої злочини, або все ваше село заплатить. Це ваш вибір."
event_claim_runaway_heresy_of_the_rose,Text,,"Наодинці єретик намалював серію символів на землі при вході до <village_name>. Через декілька годин, з виразу його болю було видно, що це забрало багато сил. Нарешті, він убив курку, розбризкавши кров. <name>, <name>… він бурмотів. ‘Віддайте мені <name>.’ Поселенці <village_name> заціпеніли. Які жахливі жахіття могли піднятися, якби вони відмовили?"
event_claim_runaway_kingdom_of_york,Text,,"Бейліф Пурвея стояла, схрестивши руки і широко розставивши ноги. Міцна жінка з півночі, з якою не варто було жартувати. ‘Віддайте <name>,’ грубо промовила вона, ‘якщо не хочете проблем.’ Робітники за нею неспокійно переминались, готові вступити в бій, а потім засісти за нічні пиятики. Чи вартий <name> того, щоб за нього боротися?"
event_claim_runaway_looters,Text,,"Грубіян промовив тихо, але загрозливо. '<name> належить мені! Віддайте мого раба, або вам всім не поздоровиться.' Він говорив дуже серйозно."
event_claim_runaway_mountain_bandits,Text,,"Грубіян промовив тихо, але загрозливо. '<name> належить мені! Віддайте мого раба, або вам всім не поздоровиться.' Він говорив дуже серйозно."
event_claim_runaway_philosophers_of_the_natural_order,Text,,"Дехто носив бороди, інші — окуляри. Усі вони носили похмурі вирази обличчя. Філософи Природного Порядку наближались, пахнучи папером і восковими печатками. 'Віддайте <name>,' сказав найстарший, вказуючи довгим чорнильним пальцем. 'Ми маємо рахунок для вирішення.'"
event_claim_runaway_progeny_of_the_plague,Text,,"Озброєні, потужні й безжальні, нападники виголосили страшний ультиматум: їх напад мав бути швидким і жорстоким, якщо ви не видасте <name>. Вони точно знали, що їм потрібно."
event_claim_runaway_ravagers,Text,,"Вони прийшли з ножами м'ясників, у кровавих фартухах. 'Фі, фі, фо, фум, я відчуваю запах крові англійців,' закричав найбільший, голосно сміючись. Дехто розпалив багаття, з вертушками і великими казанами, 'Віддайте <name>, ми готові до обіду.'"
event_claim_runaway_river_bandits,Text,,"Звір говорив м'яко, але загрозливо. '<name> належить мені! Віддайте мого раба, або ви всі постраждаєте.' Вони були смертельно серйозні."
event_claim_runaway_scourge,Text,,"Ви не можете обговорювати передачу поселенця з Поголов’ям"
event_claim_runaway_society_of_fellows,Text,,"Зібрані товариші мали вигляд розбійників на святі пива: трохи п'яні і говорили нісенітниці, щоб замаскувати свої справжні наміри. Справді, ви зрозуміли, що їх надмірна лестощі нічого не означають, приховуючи план викрасти <name>, поки ви були відволічені. Чи дозволите ви їм це зробити?"
event_cold_01,Text,,"Різкий мороз перетворив землю на залізо, знищивши посіви. Дерева розламались, птахи замерзли до смерті, а бурульки висіли з крокв. Вкрай важливо було, щоб поселенці одягались тепло і обігрівали спальні <village_name>, аби уникнути смертоносного поцілунку холоду."
event_cold_warning,Text,,"Температура в регіоні дуже низька"
event_consumed_drink_negative,Text,,"<agent_name> бажав(ла), щоб <target_name> перестав(ла) робити ці огидні напої, аби #1[не треба було] їх пити."
event_consumed_drink_positive,Text,,"<agent_name> знав(ла), що #1[можна було б] з нетерпінням чекати на смачний напій, якщо його зробить <target_name>."
event_consumed_food_negative,Text,,"<agent_name> жахався від думки, що ж подадуть, коли готуватиме <target_name>."
event_consumed_food_positive,Text,,"<agent_name> завжди чекав(ла) на апетитні страви, які готував(ла) <target_name>."
event_cooldown_visitor_participant,Text,,"Додавання відвідувачів і ролей допоможе зменшити негативний ефект охолодження події"
event_hail_01,Text,,"Льодяний шквал передвіщав лютий град. Поселенці <village_name> змушені були тремтіти від холоду, спішачи під укриття, поки обстріл не посилився. Коли буря вщухла, вони вийшли подивитись, які посіви та не захищені ресурси пережили бурю."
event_hail_warning,Text,,"Градові камені руйнують рослини"
event_heat_wave_01,Text,,"\nКоли сонце палило, піт стікав з спітнілих спин робітників. Вони швидко втомлювались під нестерпною спекою, в'янучи, як і посіви, які потребували швидкої уваги, інакше вони всохли б. Робітники потребували тіні; деякі працювали після заходу сонця."
event_heat_wave_warning,Text,,"Температура дуже висока"
event_interacted_with_armour_negative,Text,,"<agent_name> жалкував(ла), що #1[довірилась/довірився] <target_name> зробити цей <item_name>."
event_interacted_with_armour_positive,Text,,"<agent_name> був(ла) вдячний(на) <target_name> за створення такого міцного <item_name>."
event_interacted_with_art_negative,Text,,"<agent_name> шкодував(ла), що <target_name> зробив(ла) таке потворне <item_name>."
event_interacted_with_art_positive,Text,,"<agent_name> завжди насолоджувався(лася) поглядом на цей <item_name>, створений <target_name>."
event_interacted_with_bed_negative,Text,,"<agent_name> дуже не любив(ла) цей жахливий <item_name>, зроблений <target_name>."
event_interacted_with_bed_positive,Text,,"<agent_name> відчував(ла) таку зручність в цьому прекрасному <item_name>, зробленому <target_name>."
event_interacted_with_chair_negative,Text,,"<agent_name> думав(ла), що це, мабуть, найнеприємніший <item_name>, який <target_name> коли-небудь зробив(ла)."
event_interacted_with_chair_positive,Text,,"<agent_name> був(ла) абсолютно задоволений(на), що <target_name> зробив(ла) цей <item_name>"
event_interacted_with_garment_negative,Text,,"<agent_name> відчував(ла) себе дуже незручно в цьому <item_name>, яке <target_name> мабуть не правильно пошив(ла)."
event_interacted_with_garment_positive,Text,,"<agent_name> з задоволенням носив(ла) цей <item_name>, який так майстерно створив(ла) <target_name>."
event_interacted_with_shield_negative,Text,,"Цей <item_name>, зроблений <target_name>, це сміття, бурчав(ла) <agent_name>."
event_interacted_with_shield_positive,Text,,"<item_name> <target_name> справді добре тримається, подумав(ла) <agent_name>."
event_interacted_with_weapon_negative,Text,,"Як типово для <target_name>, зробити мені безкорисний <item_name>, скаржився(лася) <agent_name>."
event_interacted_with_weapon_positive,Text,,"<agent_name> був(ла) вражений(на), що <target_name> <item_name> не підвів(ла) їх."
event_merchant_01,Text,,"Те, що він продавав реліквії святих, які виглядали як курячі кістки, не надихало на довіру. Однак, цей обірваний, злий мандрівник мав набагато більше для тих, хто готовий торгувати."
event_merchant_02,Text,,"Запах спецій на вітрі передвіщав прибуття торгової каравану, піднімаючи настрій жителям <village_name>. Чи принесе він хутра, тканини чи новини з великого світу? 'У мене є для вас так багато пропозицій!' — закричав торговець. 'Давайте, укладемо угоду!'"
event_name_blight_01,Text,,"Заражені посіви"
event_name_claim_runaway_general,Text,,"Насильницькі рекетири (<faction_name>)"
event_name_cold_01,Text,,"Різкий мороз"
event_name_hail_01,Text,,"Градова буря"
event_name_heat_wave_01,Text,,"Хвиля спеки"
event_name_merchant_01,Text,,"Хитрий торговець"
event_name_merchant_02,Text,,"Торгова каравана"
event_name_new_worker_defoult_01,Text,,"Надійний помічник"
event_name_new_worker_sick_01,Text,,"Це теж мине"
event_name_new_worker_starving_01,Text,,"Голод стукає у двері"
event_name_new_worker_wounded_01,Text,,"Безпечний притулок"
event_name_new_worker_wounded_02,Text,,"Залізти не в те дерево"
event_name_raid_animal_01,Text,,"Люте стадо"
event_name_raid_avalon_01,Text,,"Атака Круга Авалону"
event_name_raid_general,Text,,"Атака (<faction_name>)"
event_name_raid_kingdom_of_york_01,Text,,"Атака Королівства Йорк"
event_name_raid_progeny_01,Text,,"Атака нащадків"
event_name_raid_resources_01,Text,,"Напад піратів"
event_name_raid_savages_01,Text,,"Безумні вбивці"
event_name_raid_sons_of_england_01,Text,,"Атака Синів Англії"
event_name_raid_third_coming_01,Text,,"Атака Третього Приходу"
event_name_role_visitor,Text,,"Візит <role>"
event_name_runaway_01,Text,,"Втеча ув'язненого"
event_name_runaway_01_b,Text,,"Насильницькі рекетири (Втеча ув'язненого)"
event_name_runaway_02_b,Text,,"Насильницькі рекетири (Втрачена власність)"
event_name_runaway_03,Text,,"Домашнє насильство"
event_name_runaway_03_b,Text,,"Насильницькі рекетири (Домашнє насильство)"
event_name_runaway_04_b,Text,,"Насильницькі рекетири (Врятування)"
event_name_runaway_05,Text,,"Закуска для варварів"
event_name_runaway_05_b,Text,,"Насильницькі рекетири (Закуска для варварів)"
event_name_runaway_general,Text,,"Врятування (<faction_name>)"
event_name_runaway_name,Text,,"Втрачена власність"
event_name_shakedown_general,Text,,"Набіг від <faction_name>"
event_name_supernatural_01,Text,,"Усір-лузер"
event_name_supernatural_02,Text,,"Дика полювання"
event_name_supernatural_03,Text,,"Вогонь святого Антонія"
event_name_thunderstorm_01,Text,,"Близкавка Тора"
event_new_worker_defoult_01,Text,,"<name> підійшов(ла) з простягнутою рукою і теплою, відкритою посмішкою. <name> прагнув(ла) дізнатися про <village_name> і з радістю готовий(а) допомогти. Все, що [він/вона] просив(ла) — це безпечне місце для дому."
event_new_worker_sick_01,Text,,"Хворий мандрівник важко пересувався в <village_name>. Дати йому час для відновлення, він(вона) стверджував(ла), що зможе працювати, але зараз виглядав(ла) досить погано. Чи дозволите ви <name> приєднатися та одужати?"
event_new_worker_starving_01,Text,,"Коли <name> прибув(ла), [його/її] кістки були видні, а волосся випадало шматками. Люди <village_name> дивились на це нещасне, виснажене створіння. На обличчі <name> була відчайдушність, і [він/вона] благав(ла). Чи приймете ви [його/її]?"
event_new_worker_wounded_01,Text,,"Ви помітили бліде, хитке постаті біля межі <village_name>. Коли [він/вона] наблизився(лась), стало ясно, що у <name> була глибока рана, і йому(їй) потрібно було відпочити. 'Це було за честь,' — задихався(лась) <name>. Чи надасте ви їм притулок?"
event_new_worker_wounded_02,Text,,"[Він/Вона] був(ла) знайдений(а), слабкий(а) і кровоточив(ла), громадянином <village_name>. З огляду на сокиру і розбиту деревину, <name> явно пережив(ла) нещасний випадок під час рубки дерева. Чи дозволите ви йому(їй) залишитись і відновитись?"
event_prayed_together_negative,Text,,"<agent_name> потребував(ла) тихого моменту для роздумів. Але театральні молитви <target_name> зробили це неможливим."
event_prayed_together_positive,Text,,"<agent_name> насолоджувався(лася) заспокійливою присутністю <target_name> під час молитви разом. Це приносило #1[мир/спокій]."
event_prisoner_merchant,Text,,"Торговець з головою для ризикованого бізнесу - торгівлі людською свободою. Цей торговець займається викупами і забере цю відповідальність на себе за правильну ціну."
event_quality_alcohol_name,Text,,"Алкоголь на людину"
event_quality_cooldown,Text,,"Час відновлення події"
event_quality_foodQuality_name,Text,,"Якість їжі"
event_quality_foodVariety_name,Text,,"Різноманітність їжі"
event_quality_lvl_name_bad,Text,,"Розчаровуюче"
event_quality_lvl_name_decent,Text,,"Задовільно"
event_quality_lvl_name_good,Text,,"Добре"
event_quality_lvl_name_neutral,Text,,"Звичайно"
event_quality_lvl_name_terrible,Text,,"Жахливо"
event_quality_lvl_name_unforgettable,Text,,"Незабутньо"
event_quality_lvl_name_very_bad,Text,,"Жалюгідно"
event_quality_lvl_name_very_good,Text,,"Відмінно"
event_quality_nutrition_name,Text,,"Харчування на людину"
event_quality_participants_name,Text,,"Учасники"
event_quality_points,Text,,"Бали якості події"
event_quality_points_breakdown,Text,,"Розподіл балів якості події"
event_quality_resourceAmount_name,Text,,"Хліб та вино для спільної трапези"
event_quality_role_name,Text,,"Учасник з роллю (<role_name>)"
event_quality_roomImpressiveness_name,Text,,"Вражаючість кімнати"
event_quality_sacrificeQuality_name,Text,,"Якість жертвоприношення"
event_raid_ancrene_disciples,Text,,"Їхні очі світилися святою впертістю, і вони стрімко йшли вперед, вигукуючи і розрубуючи своїх кричущих жертв. Учні Анкрен присягнулися вигнати диявола, знищивши кожного його слугу на Землі."
event_raid_animal_01,Text,,"Неупинний потік вовків вдерся в <village_name>, з оголеними зубами та світяться очима. Чи було їхнє раптове відвідування спричинене голодом або ігровим знищенням, невідомо. З озброєними інструментами та захищаючи запас, поселенці повинні були прогнати їх."
event_raid_band_of_the she_wolf,Text,,"З грізними обличчями барони очолили наступ. 'За нашу єдину справжню королеву!' — вигукували вони, вправно махаючи зброєю, розрубуючи сухожилля та кістки."
event_raid_beirdd_cymraeg,Text,,"Яскраві, театральні, більші за життя: присутність бардів важко було не помітити. Вас могли зачарувати і розважити, але не варто обманюватися. Якщо вони не могли змусити вас виконати їхні бажання, вони із задоволенням боролись би з вами, а потім розповіли б про це казкову історію."
event_raid_church_of_third_coming,Text,,"Блищала броня, а прапори розвивались, кожен з яких несе три білі хрести. Спершу вони молилися. Потім очищали невірних. Церква була безжальною, як і фанатичною."
event_raid_circle_of_avalon,Text,,"Це було справжнє видовище: шляхетні лицарі в блискучих обладунках. Але старі боги завжди прагнули християнської крові, і лицарі Седрика із задоволенням пролили б вашу."
event_raid_faithful_sons_of_england,Text,,"'За короля та країну!' — вигукували вони, ринучи вперед з рішучістю. Сини Англії не зупиняться, поки їхня улюблена земля не буде залита кров'ю."
event_raid_forest_bandits,Text,,"Вони з’явились тихо, з порожніми очима, з диким волоссям. Вони пахли гнилими і були забруднені кров'ю, всі в <village_name> впізнали цих розбійників як нападників найнебезпечнішого виду. Вони були поза розумом, не маючи чого втрачати."
event_raid_general,Text,,"Нападники з'явилися швидко, без попередження. Негайно повітря заповнила запах крові та страху. Мізерні та дикі, нападники почали свою страшну справу: грабувати <village_name> і вбивати його мешканців."
event_raid_general_allready_gone,Text,,"Нападники пішли, не задоволені, їхній пошук <name> не увінчався успіхом."
